"","year","artist","position","song","indicativerevenue","genre"
"399",2003,"Hilary Duff",99,"So Yesterday",5407.423,"pop"
"400",2003,"50 Cent",100,"Wanksta",5373.46,"hip hop"
"401",2004,"Usher, Lil' Jon & Ludacris",1,"Yeah!",30041.729,"hip hop"
"402",2004,"Maroon 5",2,"This Love",22213.624,"pop"
"403",2004,"Mario Winans, Enya & P Diddy",3,"I Don't Wanna Know",20188.386,"r&b"
"404",2004,"Usher",4,"Burn",19686.689,"hip hop"
"405",2004,"Alicia Keys",5,"If I Ain't Got You",19277.314,"soul"
"406",2004,"Hoobastank",6,"The Reason",18534.614,"metal"
"407",2004,"OutKast",7,"Hey Ya!",16529.169,"hip hop"
"408",2004,"J-Kwon",8,"Tipsy",16401.455,"rap"
"409",2004,"Evanescence",9,"My Immortal",15757.396,"metal"
"410",2004,"Terror Squad",10,"Lean Back",15406.722,"hip hop"
"411",2004,"Ciara & Petey Pablo",11,"Goodies",15323.841,"pop"
"412",2004,"OutKast",12,"The Way You Move",14522.451,"hip hop"
"413",2004,"Kevin Lyttle",13,"Turn Me On",14205.664,"soca"
"414",2004,"Usher",14,"Confessions Part II",14062.679,"hip hop"
"415",2004,"Christina Milian & Samy Deluxe",15,"Dip It Low",13895.551,"pop"
"416",2004,"Eamon",16,"F**k it (I Don't Want You Back)",13718.193,"calming instrumental"
"417",2004,"Petey Pablo",17,"Freek-A-Leek",13319.38,"crunk"
"418",2004,"Three Doors Down",18,"Here Without You",13194.822,"metal"
"419",2004,"JoJo",19,"Leave (Get Out)",13165.076,"pop"
"420",2004,"Juvenile & Soulja Slim",20,"Slow Motion",13045.119,"bounce"
"421",2004,"Britney Spears",21,"Toxic",12987.622,"pop"
"422",2004,"Maroon 5",22,"She Will Be Loved",12844.753,"pop"
"423",2004,"Beyonce",23,"Naughty Girl",12487.511,"pop"
"424",2004,"Nina Sky & Jabba",24,"Move Ya Body",12483.372,"pop"
"425",2004,"Cassidy & R Kelly",25,"Hotel",11964.164,"rap"
"426",2004,"Nickelback",26,"Someday",11609.332,"metal"
"427",2004,"Twista, Kanye West & Jamie Foxx",27,"Slow Jamz",11396.301,"rap"
"428",2004,"Usher & Alicia Keys",28,"My Boo",11197.032,"hip hop"
"429",2004,"Lil' Flip",29,"Sunshine",11120.643,"crunk"
"430",2004,"Destiny's Child",30,"Lose My Breath",11105.165,"pop"
"431",2004,"D12 & Eminem",31,"My Band",11028.487,"hip hop"
"432",2004,"Avril Lavigne",32,"My Happy Ending",10870.881,"pop"
"433",2004,"Sean Paul & Sasha",33,"I'm Still In Love With You",10807.281,"pop"
"434",2004,"Nelly & Jaheim",34,"My Place",10784.685,"pop"
"435",2004,"Alicia Keys & Tony! Toni! Tone!",35,"Diary",10510.355,"soul"
"436",2004,"Britney Spears",36,"Everytime",10451.871,"pop"
"437",2004,"Jay-Z",37,"Dirt Off Your Shoulder",10425.186,"hip hop"
"438",2004,"Chingy & J Weav",38,"One Call Away",10360.249,"crunk"
"439",2004,"Ashlee Simpson",39,"Pieces Of Me",10344.691,"pop"
"440",2004,"No Doubt",40,"It's My Life",10159.429,"rock"
"442",2004,"Linkin Park",42,"Numb",9747.018,"metal"
"443",2004,"Houston, Chingy, Nate Dogg & I-20",43,"I Like That",9707.497,"pop"
"444",2004,"Sheryl Crow",44,"The First Cut Is The Deepest",9688.694,"lilith"
"445",2004,"Akon & Styles P",45,"Locked Up",9554.819,"pop"
"446",2004,"Dido",46,"White Flag",9437.484,"pop"
"447",2004,"O-Zone",47,"Dragostea din tei",9359.9,"dance"
"449",2004,"Kanye West",49,"Jesus Walks",9203.718,"rap"
"451",2004,"Beyonce",51,"Me, Myself & I",9113.717,"pop"
"452",2004,"Twista",52,"Overnight Celebrity",9043.162,"rap"
"453",2004,"Jessica Simpson",53,"With You",8901.561,"pop"
"454",2004,"Switchfoot",54,"Meant To Live",8858.545,"ccm"
"455",2004,"OutKast",55,"Roses",8790.599,"hip hop"
"456",2004,"Avril Lavigne",56,"Don't Tell Me",8555.92,"pop"
"457",2004,"Kelis",57,"Milkshake",8493.635,"pop"
"458",2004,"Kanye West & Syleena Johnson",58,"All Fall Down",8430.413,"rap"
"459",2004,"Eminem",59,"Just Lose It",8395.582,"hip hop"
"460",2004,"Snoop Dogg & Pharrell Williams",60,"Drop It Like It's Hot",8241.694,"funk"
"461",2004,"Lloyd Banks",61,"On Fire",8003.893,"rap"
"462",2004,"Ludacris",62,"Splash Waterfalls",7959.375,"hip hop"
"463",2004,"Alicia Keys",63,"You Don't Know My Name",7937.939,"soul"
"464",2004,"Kelly Clarkson",64,"Breakaway",7529.335,"pop"
"465",2004,"Beenie Man & Ms Thing",65,"Dude",7468.897,"dance"
"466",2004,"Finger Eleven",66,"One Thing",7428.005,"metal"
"467",2004,"Anastacia",67,"Left Outside Alone",7179.157,"pop"
"468",2004,"Ruben Studdard",68,"Sorry 2004",7150.477,"r&b"
"469",2004,"Ryan Cabrera",69,"On The Way Down",7091.623,"mellow"
"470",2004,"Ying Yang Twins & Lil Jon & The East Side Boyz",70,"Salt Shaker",7084.818,"hip hop"
"471",2004,"Linkin Park",71,"Breaking The Habit",7033.901,"metal"
"472",2004,"Kanye West",72,"Through The Wire",6898.37,"rap"
"475",2004,"LL Cool J",75,"Headsprung",6640.917,"hip hop"
"476",2004,"Seether & Amy Lee",76,"Broken",6568.304,"metal"
"477",2004,"Jadakiss & Anthony Hamilton",77,"Why?",6523.589,"rap"
"478",2004,"Lil' Flip",78,"Game Over (Flip)",6210.202,"crunk"
"479",2004,"Five for Fighting",79,"One Hundred Years",6180.912,"pop"
"480",2004,"NORE & Nina Sky, Daddy Yankee, Gem Star & Big Mato",80,"Oye Mi Canto",6122.229,"hip hop"
"481",2004,"Trick Daddy, Lil' Jon & Twista",81,"Let's Go",6078.415,"crunk"
"482",2004,"Ja Rule & Ashanti",82,"Wonderful",6035.431,"pop"
"483",2004,"Monica",83,"U Should've Known Better",6010.956,"pop"
"484",2004,"blink-182",84,"I Miss You",5946.926,"pop"
"486",2004,"U2",86,"Vertigo",5863.65,"rock"
"487",2004,"Counting Crows",87,"Accidentally In Love",5791.59,"rock"
"488",2004,"Nelly & Tim McGraw",88,"Over & Over",5779.095,"pop"
"489",2004,"Fabolous",89,"Breathe",5744.707,"pop"
"490",2004,"Tim McGraw",90,"Live Like You Were Dying",5712.107,"country"
"491",2004,"G-Unit",91,"Wanna Get To Know You",5690.29,"rap"
"492",2004,"Baby Bash & Frankie J",92,"Suga Suga",5612.279,"rap"
"493",2004,"Gretchen Wilson",93,"Redneck Woman",5585.286,"country"
"494",2004,"Seal",94,"Love's Divine",5582.605,"soul"
"495",2004,"Green Day",95,"American Idiot",5569.566,"permanent wave"
"496",2004,"Lloyd & Ashanti",96,"Southside",5553.391,"pop"
"497",2004,"Kenny Chesney & Uncle Kracker",97,"When The Sun Goes Down",5520.837,"country"
"498",2004,"Limp Bizkit",98,"Behind Blue Eyes",5489.676,"metal"
"499",2004,"Ludacris & Shaunna",99,"Stand Up",5442.702,"hip hop"
"500",2004,"D12",100,"How Come",5382.642,"hip hop"
"501",2005,"Mariah Carey",1,"We Belong Together",23175.995,"pop"
"502",2005,"Kelly Clarkson",2,"Since U Been Gone",21224.058,"pop"
"503",2005,"The Pussycat Dolls",3,"Don't Cha",19531.334,"pop"
"504",2005,"Gwen Stefani",4,"Hollaback Girl",18558.133,"pop"
"505",2005,"Mario",5,"Let Me Love You",18402.523,"pop"
"506",2005,"Green Day",6,"Boulevard Of Broken Dreams",17599.651,"permanent wave"
"507",2005,"50 Cent & Olivia",7,"Candy Shop",17114.614,"hip hop"
"508",2005,"Ciara & Missy 'Misdemeanor' Elliot",8,"1-2 Step",16475.099,"pop"
"509",2005,"Gorillaz",9,"Feel Good Inc",16189.955,"hip hop"
"511",2005,"Rihanna",11,"Pon de replay",14976.402,"pop"
"512",2005,"Kelly Clarkson",12,"Behind These Hazel Eyes",14783.124,"pop"
"513",2005,"Will Smith",13,"Switch",14535.341,"hip hop"
"514",2005,"Lifehouse",14,"You & Me",14466.619,"metal"
"515",2005,"Kanye West & Jamie Foxx",15,"Gold Digger",14401.73,"rap"
"516",2005,"Rob Thomas",16,"Lonely No More",13981.573,"mellow"
"517",2005,"Akon",17,"Lonely",13667.605,"pop"
"518",2005,"Weezer",18,"Beverly Hills",13262.083,"rock"
"520",2005,"50 Cent",20,"Just A Lil Bit",13116.977,"hip hop"
"521",2005,"The Killers",21,"Mr Brightside",12793.618,"rock"
"522",2005,"The Game & 50 Cent",22,"How We Do",12766.443,"rap"
"523",2005,"The Game & 50 Cent",23,"Hate It Or Love It",12759.383,"rap"
"524",2005,"Gwen Stefani & Eve",24,"Rich Girl",12639.232,"pop"
"525",2005,"Shakira & Alejandro Sanz",25,"La tortura",11969.767,"pop"
"526",2005,"Ciara & Ludacris",26,"Oh",11693.186,"pop"
"527",2005,"50 Cent",27,"Disco Inferno",11302.032,"hip hop"
"528",2005,"Snoop Dogg & Pharrell Williams",28,"Drop It Like It's Hot",10718.7,"funk"
"529",2005,"Coldplay",29,"Speed Of Sound",10674.555,"permanent wave"
"530",2005,"DHT",30,"Listen To Your Heart",10647.578,"dance"
"532",2005,"Green Day",32,"Wake Me Up When September Ends",10550.944,"permanent wave"
"533",2005,"Mariah Carey",33,"Shake It Off",10414.953,"pop"
"534",2005,"Bow Wow & Omarion",34,"Let Me Hold You",10266.93,"pop"
"535",2005,"Green Day",35,"Holiday",10191.758,"permanent wave"
"536",2005,"Papa Roach",36,"Scars",10094.345,"metal"
"537",2005,"Usher",37,"Caught Up",9873.52,"hip hop"
"538",2005,"Jennifer Lopez",38,"Get Right",9707.405,"pop"
"539",2005,"Crazy Frog",39,"Axel F",9691.214,"dance"
"541",2005,"Destiny's Child & T.I. & Lil' Wayne",41,"Soldier",9436.479,"pop"
"542",2005,"Jay-Z & Linkin Park",42,"Numb/Encore",9420.019,"hip hop"
"543",2005,"Kelly Clarkson",43,"Breakaway",9359.147,"pop"
"544",2005,"Three Doors Down",44,"Let Me Go",9352.306,"metal"
"545",2005,"Fall Out Boy",45,"Sugar We're Goin Down",9066.602,"emo"
"546",2005,"Amerie",46,"1 Thing",9003.165,"r&b"
"547",2005,"Bobby Valentino",47,"Slow Down",8953.046,"pop"
"548",2005,"Sean Paul",48,"We Be Burnin'",8934.262,"pop"
"549",2005,"Frankie J & Baby Bash",49,"Obsession (No Es Amor)",8917.932,"pop"
"550",2005,"Mariah Carey",50,"It's Like That",8916.127,"pop"
"551",2005,"Nickelback",51,"Photograph",8766.809,"metal"
"552",2005,"Bow Wow & Ciara",52,"Like You",8674.263,"pop"
"554",2005,"Chris Brown & Juelz Santana",54,"Run It",8615.805,"pop"
"555",2005,"James Blunt",55,"You're Beautiful",8501.761,"mellow"
"556",2005,"Eminem",56,"Mockingbird",8472.514,"hip hop"
"557",2005,"Nelly & Tim McGraw",57,"Over & Over",8364.814,"pop"
"558",2005,"Howie Day",58,"Collide",8217.802,"pop"
"559",2005,"Pretty Ricky",59,"Grind With Me",7945.937,"pop"
"560",2005,"Lil' Jon & The East Side Boyz",60,"Lovers & Friends",7889.983,"hip hop"
"561",2005,"50 Cent & Mobb Deep",61,"Outta Control",7486.517,"hip hop"
"563",2005,"Gwen Stefani",63,"Cool",7393.278,"pop"
"564",2005,"Trick Daddy & Ludacris, Lil' Kim & Cee-Lo",64,"Sugar (Gimme Some)",7281.549,"hip hop"
"565",2005,"Trillville & Cutty",65,"Some Cut",7259.923,"hip hop"
"566",2005,"Fat Joe & Nelly",66,"Get It Poppin'",7252.891,"hip hop"
"567",2005,"Young Jeezy & Akon",67,"Soul Survivor",7219.664,"hip hop"
"568",2005,"Snoop Dogg, Charlie Wilson & Justin Timberlake",68,"Signs",7136.602,"funk"
"569",2005,"Alicia Keys",69,"Karma",7112.149,"soul"
"570",2005,"Kelly Clarkson",70,"Because Of You",7004.201,"pop"
"571",2005,"Madonna",71,"Hung Up",6980.542,"pop"
"572",2005,"Ying Yang Twins",72,"Wait (The Whisper Song)",6676.906,"hip hop"
"573",2005,"David Banner",73,"Play",6616.936,"hip hop"
"574",2005,"Ludacris & Bobby Valentino",74,"Pimpin' All Over The World",6583.908,"hip hop"
"575",2005,"Daddy Yankee",75,"Gasolina",6549.945,"latin"
"576",2005,"Daniel Powter",76,"Bad Day",6522.4,"pop"
"577",2005,"Akon",77,"Belly Dancer (Bananza)",6409.233,"pop"
"578",2005,"Baby Bash & Akon",78,"Baby I'm Back",6408.137,"rap"
"579",2005,"Destiny's Child",79,"Cater 2 U",6324.467,"pop"
"580",2005,"Maroon 5",80,"She Will Be Loved",6277.598,"pop"
"581",2005,"Gavin Degraw",81,"I Don't Want To Be",6273.555,"pop"
"582",2005,"Ashanti",82,"Only U",6261.4,"pop"
"583",2005,"Natasha Bedingfield",83,"These Words",6248.924,"pop"
"584",2005,"Destiny's Child",84,"Girl",5996.588,"pop"
"585",2005,"Pretty Ricky",85,"Your Body",5942.175,"pop"
"586",2005,"John Legend",86,"Ordinary People",5924.607,"mellow"
"587",2005,"Jesse McCartney",87,"Beautiful Soul",5827.795,"pop"
"588",2005,"Eminem",88,"Like Toy Soldiers",5813.93,"hip hop"
"589",2005,"T-Pain",89,"I'm Sprung",5797.112,"pop"
"590",2005,"T.I.",90,"Bring Em Out",5749.847,"hip hop"
"591",2005,"Ciara & Petey Pablo",91,"Goodies",5730.241,"pop"
"593",2005,"Fantasia",93,"Truth Is",5673.286,"pop"
"594",2005,"Brooke Valentine, Lil' Jon & Big Boi",94,"Girlfight",5294.614,"pop"
"595",2005,"The Click Five",95,"Just The Girl",5251.096,"boy band"
"596",2005,"T.I.",96,"U Don't Know Me",5198.069,"hip hop"
"597",2005,"Maroon 5",97,"Sunday Morning",5190.151,"pop"
"598",2005,"Jessica Simpson",98,"These Boots Are Made For Walkin'",5104.676,"pop"
"600",2005,"Omarion",100,"O",5086.959,"pop"
"601",2006,"Shakira & Wyclef Jean",1,"Hips Don't Lie",19843.619,"pop"
"602",2006,"Gnarls Barkley",2,"Crazy",18133.526,"hip hop"
"603",2006,"Sean Paul",3,"Temperature",15790.804,"pop"
"604",2006,"Nelly Furtado & Timbaland",4,"Promiscuous",14953.222,"latin"
"605",2006,"Justin Timberlake",5,"SexyBack",14597.533,"pop"
"606",2006,"The Pussycat Dolls & Snoop Dogg",6,"Buttons",14231.495,"pop"
"607",2006,"Chamillionaire & Krayzie Bone",7,"Ridin'",14047.241,"rap"
"608",2006,"Daniel Powter",8,"Bad Day",13681.626,"pop"
"609",2006,"James Blunt",9,"You're Beautiful",13142.894,"mellow"
"610",2006,"Rihanna",10,"SOS",12999.544,"pop"
"611",2006,"Mary J Blige",11,"Be Without You",12789.071,"pop"
"612",2006,"The Fray",12,"Over My Head (Cable Car)",12454.772,"rock"
"613",2006,"Cassie",13,"Me & U",12329.47,"pop"
"614",2006,"Natasha Bedingfield",14,"Unwritten",12258.284,"pop"
"615",2006,"Beyonce & Slim Thug",15,"Check On It",12019.242,"pop"
"616",2006,"Rihanna",16,"Unfaithful",11932.175,"pop"
"617",2006,"Ne-Yo",17,"So Sick",11812.101,"pop"
"618",2006,"Red Hot Chili Peppers",18,"Dani California",11706.491,"rock"
"619",2006,"Snow Patrol",19,"Chasing Cars",11494.545,"rock"
"620",2006,"Panic! At the Disco",20,"I Write Sins Not Tragedies",11013.422,"pop"
"621",2006,"Cascada",21,"Everytime We Touch",10903.558,"dance"
"622",2006,"Kelly Clarkson",22,"Because Of You",10903.144,"pop"
"623",2006,"Fergie",23,"London Bridge",10641.737,"pop"
"624",2006,"Chris Brown & Juelz Santana",24,"Run It",10410.95,"pop"
"625",2006,"Rascal Flatts",25,"What Hurts The Most",10371.202,"country"
"626",2006,"Christina Aguilera",26,"Ain't No Other Man",10342.132,"pop"
"627",2006,"All-American Rejects",27,"Move Along",10093.342,"rock"
"628",2006,"Nelly & Paul Wall, Ali & Gipp",28,"Grillz",9920.159,"hip hop"
"629",2006,"The Fray",29,"How To Save A Life",9469.594,"rock"
"631",2006,"The Pussycat Dolls & will.i.am",31,"Beep",8875.853,"pop"
"632",2006,"The Pussycat Dolls",32,"Stickwitu",8692.536,"pop"
"633",2006,"Yung Joc",33,"It's Goin' Down",8601.506,"hip hop"
"634",2006,"Kelly Clarkson",34,"Walk Away",8548.433,"pop"
"635",2006,"Ne-Yo",35,"Sexy Love",8434.939,"pop"
"636",2006,"Madonna",36,"Hung Up",8330.983,"pop"
"637",2006,"Lil' Jon, E-40 & Sean Paul",37,"Snap Yo Fingers",8113.952,"hip hop"
"638",2006,"Nelly Furtado",38,"Maneater",8060.304,"latin"
"640",2006,"Hinder",40,"Lips Of An Angel",7968.611,"metal"
"641",2006,"Nickelback",41,"Far Away",7965.427,"metal"
"642",2006,"Fall Out Boy",42,"Dance, Dance",7939.079,"emo"
"643",2006,"Sean Paul & Keyshia Cole",43,"(When You Gonna) Give It Up To Me",7865.577,"pop"
"644",2006,"Justin Timberlake & T.I.",44,"My Love",7848.955,"pop"
"645",2006,"Nickelback",45,"Savin' Me",7783.069,"metal"
"646",2006,"Akon",46,"Smack That",7727.817,"pop"
"647",2006,"Evanescence",47,"Call Me When You're Sober",7690.476,"metal"
"648",2006,"Dem Franchize Boyz, Lil Peanut & Charlay",48,"Lean Wit It, Rock Wit It",7686.814,"hip hop"
"649",2006,"Beyonce & Jay-Z",49,"Deja Vu",7666.845,"pop"
"650",2006,"Chris Brown",50,"Yo! (Excuse Me Miss)",7649.212,"pop"
"651",2006,"Pink",51,"Stupid Girls",7584.622,"rock"
"652",2006,"Ludacris & Pharrell Williams",52,"Money Maker",7444.13,"hip hop"
"653",2006,"Kanye West & Jamie Foxx",53,"Gold Digger",7369.562,"rap"
"654",2006,"Fort Minor",54,"Where'd You Go",7311.657,"rock"
"655",2006,"Bubba Sparxxx, Ying Yang Twins & Mr. ColliPark",55,"Ms New Booty",7197.59,"hip hop"
"656",2006,"Nick Lachey",56,"What's Left Of Me",7078.223,"pop"
"657",2006,"KT Tunstall",57,"Black Horse & The Cherry Tree",7062.555,"lilith"
"658",2006,"P Diddy & Nicole Scherzinger",58,"Come To Me",6802.965,"pop"
"659",2006,"Busta Rhymes",59,"Touch It",6766.336,"hip hop"
"660",2006,"All-American Rejects",60,"Dirty Little Secret",6704.02,"rock"
"661",2006,"Bon Jovi",61,"Who Says You Can't Go Home",6476.083,"metal"
"662",2006,"T-Pain & Mike Jones",62,"I'm In Love with A Stripper",6426.003,"pop"
"663",2006,"Cherish & Sean Paul",63,"Do It To It",6342.734,"hip hop"
"665",2006,"T.I.",65,"What You Know",6311.359,"hip hop"
"666",2006,"E-40, T-Pain & Kandi Girl",66,"U & Dat",6307.899,"rap"
"667",2006,"Jamie Foxx & Ludacris",67,"Unpredictable",6225.506,"pop"
"668",2006,"Chris Brown & Lil' Wayne",68,"Gimme That",6107.262,"pop"
"669",2006,"Field Mobb & Ciara",69,"So What",5974.063,"hip hop"
"670",2006,"The Killers",70,"When You Were Young",5860.328,"rock"
"671",2006,"Kelis & Too $hort",71,"Bossy",5840.073,"pop"
"672",2006,"Corinne Bailey Rae",72,"Put Your Records On",5810.054,"soul"
"673",2006,"Fall Out Boy",73,"Sugar We're Goin Down",5745.785,"emo"
"674",2006,"Chingy & Tyrese",74,"Pullin' Me Back",5742.216,"crunk"
"675",2006,"Ciara & Chamillionaire",75,"Get Up",5711.412,"pop"
"676",2006,"Beyonce",76,"Irreplaceable",5648.102,"pop"
"677",2006,"John Mayer",77,"Waiting On The World To Change",5647.887,"mellow"
"678",2006,"JoJo",78,"Too Little Too Late",5643.224,"pop"
"679",2006,"Daddy Yankee",79,"Rompe",5642.697,"latin"
"680",2006,"Jibbs",80,"Chain Hang Low",5572.957,"rap"
"681",2006,"Blue October",81,"Hate Me!",5567.427,"metal"
"682",2006,"Eminem & Nate Dogg",82,"Shake That",5560.486,"hip hop"
"683",2006,"Danity Kane",83,"Show Stoppers",5526.161,"pop"
"684",2006,"Young Dro & T.I.",84,"Shoulder Lean",5477.964,"hip hop"
"685",2006,"Eminem",85,"When I'm Gone",5315.454,"hip hop"
"686",2006,"Chris Brown",86,"Say Goodbye",5314.787,"pop"
"687",2006,"Nickelback",87,"Photograph",5261.17,"metal"
"688",2006,"Madonna",88,"Sorry",5238.397,"pop"
"689",2006,"Mariah Carey",89,"Don't Forget About Us",5204.846,"pop"
"690",2006,"Yung Joc & Brandy 'Ms B' Hambrick",90,"I Know You See It",5051.77,"hip hop"
"691",2006,"Jack Johnson",91,"Upside Down",4974.105,"mellow"
"693",2006,"D4L",93,"Laffy Taffy",4901.5,"hip hop"
"694",2006,"Pink",94,"Who Knew",4873.07,"rock"
"695",2006,"My Chemical Romance",95,"Welcome To The Black Parade",4847.661,"emo"
"696",2006,"T.I.",96,"Why You Wanna",4846.793,"hip hop"
"697",2006,"Ray J",97,"One Wish",4823.178,"pop"
"698",2006,"Rascal Flatts",98,"Life Is A Highway",4734.826,"country"
"699",2006,"Fergie",99,"Fergalicious",4569.506,"pop"
"700",2006,"Teddy Geiger",100,"For You I Will (Confidence)",4534.835,"pop"
"701",2007,"Rihanna & Jay-Z",1,"Umbrella",20129.487,"pop"
"702",2007,"Fergie",2,"Big Girls Don't Cry (Personal)",18440.471,"pop"
"703",2007,"Gwen Stefani & Akon",3,"The Sweet Escape",17883.496,"pop"
"704",2007,"Timbaland & Keri Hilson",4,"The Way I Are",17349.868,"pop"
"705",2007,"Nelly Furtado",5,"Say It Right",16659.774,"latin"
"706",2007,"Plain White T's",6,"Hey There Delilah",15956.997,"mellow"
"707",2007,"Avril Lavigne",7,"Girlfriend",14932.455,"pop"
"708",2007,"Timbaland & Nelly Furtado & Justin Timberlake",8,"Give It To Me",14013.529,"pop"
"709",2007,"Justin Timberlake",9,"What Goes Around Comes Around",12555.942,"pop"
"710",2007,"Fergie & Ludacris",10,"Glamorous",12061.861,"pop"
"711",2007,"Kanye West",11,"Stronger",11627.794,"rap"
"712",2007,"Carrie Underwood",12,"Before He Cheats",11601.272,"country"
"713",2007,"Maroon 5",13,"Makes Me Wonder",11300.819,"pop"
"714",2007,"Akon",14,"Don't Matter",10745.572,"pop"
"715",2007,"Sean Kingston",15,"Beautiful Girls",10681.194,"pop"
"716",2007,"Beyonce",16,"Irreplaceable",10671.836,"pop"
"717",2007,"T-Pain & Yung Joc",17,"Buy U A Drank (Shawty Snappin')",10662.198,"pop"
"718",2007,"Beyonce & Shakira",18,"Beautiful Liar",10490.712,"pop"
"719",2007,"The Fray",19,"How To Save A Life",10329.803,"rock"
"720",2007,"Soulja Boy",20,"Crank That (Soulja Boy)",9829.169,"hip hop"
"721",2007,"Timbaland & OneRepublic",21,"Apologize",9798.783,"pop"
"722",2007,"50 Cent & Justin Timberlake & Timbaland",22,"Ayo Technology",9695.015,"hip hop"
"723",2007,"Linkin Park",23,"What I've Done",9500.305,"metal"
"724",2007,"Mika",24,"Grace Kelly",9443.838,"pop"
"725",2007,"Gym Class Heroes & Patrick Stump",25,"Cupid's Chokehold",9344.081,"pop"
"726",2007,"Nickelback",26,"Rockstar",9339.825,"metal"
"727",2007,"Alicia Keys",27,"No One",8886.084,"soul"
"728",2007,"Akon",28,"Smack That",8770.958,"pop"
"729",2007,"Fall Out Boy",29,"This Ain't A Scene, It's An Arms Race",8666.799,"emo"
"730",2007,"Daughtry",30,"Home",8627.031,"metal"
"731",2007,"Fall Out Boy",31,"Thnks Fr Th Mmrs",8435.722,"emo"
"732",2007,"Snow Patrol",32,"Chasing Cars",8399.393,"rock"
"733",2007,"Amy Winehouse",33,"Rehab",8392.354,"soul"
"734",2007,"Pink",34,"U & Ur Hand",8300.559,"rock"
"735",2007,"Akon & Snoop Dogg",35,"I Wanna Love You",8273.959,"pop"
"736",2007,"Mims",36,"This Is Why I'm Hot",7929.014,"pop"
"737",2007,"Daughtry",37,"It's Not Over",7808.332,"metal"
"738",2007,"Avril Lavigne",38,"When You're Gone",7781.163,"pop"
"739",2007,"Nelly Furtado",39,"All Good Things (Come To An End)",7595.613,"latin"
"740",2007,"Colbie Caillat",40,"Bubbly",7578.364,"pop"
"741",2007,"P Diddy & Keyshia Cole",41,"Last Night",7402.692,"pop"
"742",2007,"Enrique Iglesias",42,"Do You Know (The Ping Pong Song)",7350.494,"pop"
"743",2007,"Justin Timberlake",43,"LoveStoned",7207.881,"pop"
"744",2007,"Justin Timberlake & T.I.",44,"My Love",6936.458,"pop"
"745",2007,"Rihanna",45,"Shut Up & Drive",6877.963,"pop"
"746",2007,"Shop Boyz",46,"Party Like A Rockstar",6710.693,"hip hop"
"748",2007,"Ne-Yo",48,"Because Of You",6333.187,"pop"
"749",2007,"Pink",49,"Who Knew",6265.219,"rock"
"750",2007,"T-Pain & Akon",50,"Bartender",6182.546,"pop"
"751",2007,"Ciara",51,"Like A Boy",6093.55,"pop"
"752",2007,"Britney Spears",52,"Gimme More",6043.683,"pop"
"753",2007,"J.holiday",53,"Bed",6019.87,"bassline"
"754",2007,"Fergie",54,"Fergalicious",6001.855,"pop"
"755",2007,"Finger Eleven",55,"Paralyzer",5941.502,"metal"
"756",2007,"Christina Aguilera",56,"Candyman",5853.274,"pop"
"757",2007,"Nickelback",57,"If Everyone Cared",5843.423,"metal"
"758",2007,"Omarion",58,"Ice Box",5645.933,"pop"
"759",2007,"Justin Timberlake",59,"Summer Love",5549.552,"pop"
"760",2007,"Michael Buble",60,"Everything",5536.391,"adult standards"
"761",2007,"James Blunt",61,"1973",5535.355,"mellow"
"762",2007,"Rihanna & Ne-Yo",62,"Hate That I Love You",5458.416,"pop"
"763",2007,"Robin Thicke",63,"Lost Without You",5439.095,"pop"
"764",2007,"Maroon 5",64,"Wake Up Call",5432.02,"pop"
"765",2007,"Kanye West & T-Pain",65,"Good Life",5426.288,"rap"
"766",2007,"Fabolous & Ne-Yo",66,"Make Me Better",5394.911,"pop"
"767",2007,"Akon",67,"Sorry Blame It On Me",5390.428,"pop"
"768",2007,"Keyshia Cole & Missy 'Misdemeanor' Elliott & Lil' Kim",68,"Let It Go",5389.015,"pop"
"769",2007,"Red Hot Chili Peppers",69,"Snow, Hey Oh",5357.254,"rock"
"770",2007,"Plies & T-Pain",70,"Shawty",5354.703,"rap"
"771",2007,"Kelly Clarkson",71,"Never Again",5290.302,"pop"
"772",2007,"Rihanna",72,"Don't Stop The Music",5260.958,"pop"
"773",2007,"Huey",73,"Pop, Lock & Drop It",5246.532,"rock"
"774",2007,"Chris Brown & T-Pain",74,"Kiss Kiss",5211.164,"pop"
"775",2007,"Baby Bash & T-Pain",75,"Cyclone",5198.95,"rap"
"776",2007,"Christina Aguilera",76,"Hurt",5154.85,"pop"
"777",2007,"Unk",77,"Walk It Out",5152.292,"chillwave"
"779",2007,"Hurricane Chris",79,"A Bay Bay",4842.98,"rap"
"781",2007,"Baby Boy Da'prince",81,"The Way I Live",4835.254,"rap"
"782",2007,"Ludacris & Mary J Blige",82,"Runaway Love",4826.344,"hip hop"
"783",2007,"Lloyd & Lil' Wayne",83,"You",4805.082,"pop"
"784",2007,"Matchbox Twenty",84,"How Far We've Come",4803.579,"mellow"
"785",2007,"Lloyd",85,"Get It Shawty",4765.534,"pop"
"786",2007,"Boys Like Girls",86,"The Great Escape",4732.285,"mellow"
"787",2007,"The Red Jumpsuit Apparatus",87,"Face Down",4696.438,"emo"
"788",2007,"Mika",88,"Relax (Take It Easy)",4687.936,"pop"
"790",2007,"Taylor Swift",90,"Teardrops On My Guitar",4628.549,"pop"
"791",2007,"Hellogoodbye",91,"Here in your Arms",4628.235,"pop"
"792",2007,"Bon Jovi",92,"(You Want To) Make A Memory",4602.227,"metal"
